"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	755	1539590	49.039	45.541	52.537	1.785	36.917	34.168	39.667	1.403
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	90	1539590	5.846	4.701	7.185	0.616	4.276	3.405	5.300	0.469
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	829	1539590	53.846	50.180	57.511	1.870	40.258	37.402	43.114	1.457
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Atherosclerosis (I70)"	"GR113-071"	95	1539590	6.170	4.992	7.543	0.633	4.497	3.602	5.547	0.483
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	114	1539590	7.405	6.045	8.764	0.694	5.652	4.570	6.734	0.552
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	73	1539590	4.742	3.717	5.962	0.555	3.752	2.908	4.765	0.457
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	41	1539590	2.663	1.911	3.613	0.416	1.902	1.346	2.610	0.309
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	32	1539590	2.078	1.422	2.934	0.367	1.916	1.292	2.735	0.353
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	284	1539590	18.446	16.301	20.592	1.095	14.403	12.651	16.156	0.894
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Influenza (J09-J11)"	"GR113-077"	25	1539590	1.624	1.051	2.397	0.325	1.287	0.816	1.931	0.269
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Pneumonia (J12-J18)"	"GR113-078"	259	1539590	16.823	14.774	18.871	1.045	13.110	11.440	14.780	0.852
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1098	1539590	71.318	67.099	75.536	2.152	60.217	56.532	63.902	1.880
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Emphysema (J43)"	"GR113-084"	69	1539590	4.482	3.487	5.672	0.540	4.084	3.159	5.196	0.504
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Asthma (J45-J46)"	"GR113-085"	27	1539590	1.754	1.156	2.552	0.338	1.615	1.034	2.402	0.327
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	998	1539590	64.822	60.801	68.844	2.052	54.337	50.850	57.825	1.779
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	127	1539590	8.249	6.814	9.684	0.732	6.326	5.175	7.477	0.587
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	158	1539590	10.262	8.662	11.863	0.816	8.366	7.005	9.727	0.694
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Peptic ulcer (K25-K28)"	"GR113-090"	21	1539590	1.364	0.844	2.085	0.298	1.209	0.738	1.867	0.272
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Hernia (K40-K46)"	"GR113-092"	11	1539590	Unreliable	0.357	1.278	0.215	Unreliable	0.303	1.161	0.196
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	196	1539590	12.731	10.948	14.513	0.909	12.924	11.064	14.785	0.949
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Alcoholic liver disease (K70)"	"GR113-094"	127	1539590	8.249	6.814	9.684	0.732	8.567	7.038	10.097	0.780
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	69	1539590	4.482	3.487	5.672	0.540	4.365	3.369	5.564	0.542
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	28	1539590	1.819	1.208	2.628	0.344	1.396	0.912	2.045	0.275
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	166	1539590	10.782	9.142	12.422	0.837	8.699	7.318	10.079	0.704
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Renal failure (N17-N19)"	"GR113-100"	160	1539590	10.392	8.782	12.003	0.822	8.397	7.039	9.754	0.693
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	20	1539590	1.299	0.793	2.006	0.290	1.250	0.741	1.975	0.294
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	126	1539590	8.184	6.755	9.613	0.729	6.172	5.036	7.308	0.579
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"All other diseases (Residual) "	"GR113-111"	2089	1539590	135.685	129.867	141.504	2.969	106.356	101.582	111.131	2.436
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	892	1539590	57.938	54.135	61.740	1.940	50.214	46.717	53.710	1.784
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	89	1539590	5.781	4.642	7.114	0.613	5.584	4.421	6.959	0.630
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	81	1539590	5.261	4.178	6.539	0.585	5.093	3.985	6.413	0.602
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	803	1539590	52.157	48.549	55.764	1.841	44.606	41.337	47.875	1.668
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Falls (W00-W19)"	"GR113-118"	457	1539590	29.683	26.962	32.405	1.389	21.917	19.816	24.018	1.072
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	11	1539590	Unreliable	0.357	1.278	0.215	Unreliable	0.348	1.336	0.230
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	243	1539590	15.783	13.799	17.768	1.013	17.019	14.793	19.245	1.136
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	88	1539590	5.716	4.584	7.042	0.609	4.671	3.710	5.806	0.521
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	177	1539590	11.497	9.803	13.190	0.864	11.842	10.022	13.663	0.929
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	28	1539590	1.819	1.208	2.628	0.344	1.779	1.162	2.607	0.352
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	149	1539590	9.678	8.124	11.232	0.793	10.067	8.381	11.752	0.860
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	27	1539590	1.754	1.156	2.552	0.338	1.937	1.241	2.882	0.393
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	12	1539590	Unreliable	0.403	1.362	0.225	Unreliable	0.441	1.580	0.267
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	15	1539590	Unreliable	0.545	1.607	0.252	Unreliable	0.561	1.802	0.288
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	31	1539590	2.014	1.368	2.858	0.362	2.270	1.520	3.260	0.421
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	31	1539590	2.014	1.368	2.858	0.362	2.270	1.520	3.260	0.421
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	13	1539590	Unreliable	0.450	1.444	0.234	Unreliable	0.397	1.343	0.223
	"Colorado"	"08"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	40	1539590	2.598	1.856	3.538	0.411	2.082	1.466	2.869	0.343
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Septicemia (A40-A41)"	"GR113-010"	42	253131	16.592	11.958	22.428	2.560	20.585	14.494	28.374	3.364
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Viral hepatitis (B15-B19)"	"GR113-015"	20	253131	7.901	4.826	12.203	1.767	6.711	4.040	10.480	1.532
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	35	253131	13.827	9.631	19.230	2.337	13.450	9.315	18.796	2.302
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	10	253131	Unreliable	1.894	7.265	1.249	Unreliable	1.778	7.382	1.263
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	684	253131	270.216	249.965	290.466	10.332	320.350	295.135	345.565	12.865
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	17	253131	Unreliable	3.912	10.753	1.629	Unreliable	4.023	11.431	1.736
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	22	253131	8.691	5.447	13.158	1.853	9.591	5.859	14.813	2.128
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	27	253131	10.666	7.029	15.519	2.053	12.815	8.211	19.068	2.604
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	71	253131	28.049	21.906	35.380	3.329	32.976	25.503	41.953	4.067
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	52	253131	20.543	15.342	26.939	2.849	19.995	14.692	26.589	2.902
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	38	253131	15.012	10.623	20.605	2.435	16.602	11.564	23.089	2.801
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	165	253131	65.184	55.238	75.130	5.075	77.590	65.147	90.032	6.348
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	118	253131	46.616	38.205	55.027	4.291	63.300	51.323	75.278	6.111
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	23	253131	9.086	5.760	13.634	1.895	10.994	6.805	16.805	2.408
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	19	253131	Unreliable	4.519	11.722	1.722	Unreliable	5.301	14.571	2.203
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	55	253131	21.728	16.368	28.282	2.930	27.507	20.481	36.167	3.858
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	12	253131	Unreliable	2.450	8.281	1.369	Unreliable	2.850	10.214	1.707
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Leukemia (C91-C95)"	"GR113-040"	21	253131	8.296	5.135	12.682	1.810	10.742	6.468	16.775	2.434
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	20	253131	7.901	4.826	12.203	1.767	10.303	6.106	16.283	2.401
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	64	253131	25.283	19.471	32.286	3.160	27.608	21.016	35.612	3.600
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	16	253131	Unreliable	3.613	10.265	1.580	Unreliable	5.314	15.660	2.472
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	122	253131	48.196	39.644	56.749	4.363	56.388	45.843	66.933	5.380
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Parkinson disease (G20-G21)"	"GR113-051"	11	253131	Unreliable	2.169	7.775	1.310	Unreliable	3.420	13.117	2.214
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Alzheimer disease (G30)"	"GR113-052"	50	253131	19.753	14.661	26.041	2.793	33.548	24.736	44.480	4.820
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	840	253131	331.844	309.403	354.285	11.450	401.070	372.527	429.612	14.562
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	646	253131	255.204	235.524	274.884	10.041	303.724	279.069	328.378	12.579
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Hypertensive heart disease (I11)"	"GR113-056"	110	253131	43.456	35.335	51.577	4.143	46.797	37.625	55.968	4.679
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	12	253131	Unreliable	2.450	8.281	1.369	Unreliable	3.350	12.006	2.053
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	365	253131	144.194	129.401	158.987	7.547	174.497	155.645	193.349	9.618
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	60	253131	23.703	18.088	30.511	3.060	31.421	23.671	40.899	4.230
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	301	253131	118.911	105.477	132.344	6.854	140.776	124.015	157.537	8.552
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	150	253131	59.258	49.775	68.741	4.838	63.641	52.910	74.372	5.475
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	151	253131	59.653	50.138	69.168	4.854	77.136	64.260	90.011	6.569
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other heart diseases (I26-I51)"	"GR113-064"	158	253131	62.418	52.685	72.151	4.966	75.338	63.027	87.649	6.281
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Heart failure (I50)"	"GR113-067"	40	253131	15.802	11.289	21.518	2.499	22.761	16.026	31.373	3.728
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	116	253131	45.826	37.487	54.166	4.255	51.858	42.001	61.715	5.029
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	24	253131	9.481	6.075	14.107	1.935	11.482	7.196	17.384	2.469
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	118	253131	46.616	38.205	55.027	4.291	58.780	47.622	69.938	5.693
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Atherosclerosis (I70)"	"GR113-071"	16	253131	Unreliable	3.613	10.265	1.580	Unreliable	4.986	14.693	2.320
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	36	253131	14.222	9.961	19.689	2.370	18.175	12.511	25.525	3.154
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	22	253131	8.691	5.447	13.158	1.853	10.718	6.547	16.552	2.395
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	14	253131	Unreliable	3.024	9.280	1.478	Unreliable	3.971	12.753	2.052
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	10	253131	Unreliable	1.894	7.265	1.249	Unreliable	1.652	6.857	1.174
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	49	253131	19.358	14.321	25.592	2.765	24.134	17.466	32.509	3.671
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Pneumonia (J12-J18)"	"GR113-078"	44	253131	17.382	12.630	23.335	2.620	21.802	15.503	29.804	3.495
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	147	253131	58.073	48.685	67.461	4.790	74.748	62.115	87.380	6.445
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	129	253131	50.962	42.167	59.756	4.487	67.279	55.187	79.370	6.169
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	16	253131	Unreliable	3.613	10.265	1.580	Unreliable	4.422	13.570	2.139
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	26	253131	10.271	6.710	15.050	2.014	11.527	7.386	17.152	2.365
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	48	253131	18.963	13.981	25.141	2.737	17.062	12.492	22.758	2.516
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Alcoholic liver disease (K70)"	"GR113-094"	39	253131	15.407	10.956	21.062	2.467	14.072	9.908	19.397	2.305
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	59	253131	23.308	17.743	30.066	3.034	30.440	22.868	39.718	4.129
	"Colorado"	"08"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Renal failure (N17-N19)"	"GR113-100"	56	253131	22.123	16.711	28.728	2.956	28.742	21.466	37.692	4.002
