"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Nevada"	"32"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	27	308750	8.745	5.763	12.723	1.683	8.694	5.679	12.739	1.693
	"Nevada"	"32"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	24	653190	3.674	2.354	5.467	0.750	3.601	2.257	5.453	0.768
	"Nevada"	"32"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	241	1229843	19.596	17.122	22.070	1.262	19.803	17.162	22.445	1.348
	"Nevada"	"32"	"Large Central Metro"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	54	275702	19.586	14.714	25.556	2.665	19.108	14.271	25.058	2.639
	"Nevada"	"32"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	68	292256	23.267	18.068	29.497	2.822	21.550	16.701	27.367	2.641
	"Nevada"	"32"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	107	662276	16.156	13.095	19.218	1.562	15.265	12.227	18.303	1.550
	"Nevada"	"32"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	652	1273802	51.185	47.256	55.114	2.005	49.914	45.881	53.946	2.057
	"Nevada"	"32"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	69	381377	18.092	14.077	22.897	2.178	17.947	13.696	23.102	2.309
	"Nevada"	"32"	"Medium Metro"	"3"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	10	34509	Unreliable	13.896	53.292	9.164	Unreliable	14.047	53.869	9.460
	"Nevada"	"32"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	21	109760	19.133	11.843	29.246	4.175	20.519	11.728	33.322	5.093
	"Nevada"	"32"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	200	384416	52.027	44.816	59.238	3.679	52.669	45.002	60.336	3.912
	"Nevada"	"32"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	11	49191	Unreliable	11.163	40.012	6.742	Unreliable	7.550	34.457	6.009
	"Nevada"	"32"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	34	49397	68.830	47.667	96.183	11.804	65.297	44.056	93.216	11.967
	"Nevada"	"32"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	35	225394	15.528	10.816	21.596	2.625	14.444	9.598	20.876	2.711
	"Nevada"	"32"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	19	43238	Unreliable	26.457	68.622	10.081	Unreliable	26.078	74.091	11.369
	"Nevada"	"32"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	137	233704	58.621	48.805	68.438	5.008	56.309	46.070	66.548	5.224
	"Nevada"	"32"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	23	32566	70.626	44.770	105.973	14.726	65.431	39.967	101.052	14.508
	"New Hampshire"	"33"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	44	522586	8.420	6.118	11.303	1.269	8.995	6.396	12.296	1.439
	"New Hampshire"	"33"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	158	500232	31.585	26.660	36.510	2.513	31.117	26.051	36.183	2.585
	"New Hampshire"	"33"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	62	453844	13.661	10.474	17.513	1.735	14.478	10.965	18.758	1.916
	"New Hampshire"	"33"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	158	438710	36.015	30.399	41.630	2.865	36.023	30.197	41.849	2.972
	"New Hampshire"	"33"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	62	553372	11.204	8.590	14.363	1.423	11.922	8.930	15.594	1.635
	"New Hampshire"	"33"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	196	534640	36.660	31.528	41.793	2.619	39.207	33.444	44.971	2.941
	"New Hampshire"	"33"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	22	59418	37.026	23.204	56.057	7.894	43.574	25.824	68.865	10.199
	"New Jersey"	"34"	"Large Central Metro"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	12	238661	Unreliable	2.598	8.783	1.451	Unreliable	2.637	9.453	1.585
	"New Jersey"	"34"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	19	677770	Unreliable	1.688	4.378	0.643	Unreliable	1.698	4.404	0.652
	"New Jersey"	"34"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	18	646485	Unreliable	1.650	4.400	0.656	Unreliable	1.651	4.403	0.662
	"New Jersey"	"34"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	54	883264	6.114	4.593	7.977	0.832	6.037	4.466	7.981	0.860
	"New Jersey"	"34"	"Large Central Metro"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	12	225894	Unreliable	2.745	9.279	1.534	Unreliable	2.630	10.087	1.703
	"New Jersey"	"34"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	40	561637	7.122	5.088	9.698	1.126	6.992	4.972	9.559	1.123
	"New Jersey"	"34"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	66	642344	10.275	7.947	13.072	1.265	10.164	7.793	13.030	1.291
	"New Jersey"	"34"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	154	855382	18.004	15.160	20.847	1.451	17.908	14.990	20.825	1.489
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	27	802100	3.366	2.218	4.898	0.648	3.736	2.440	5.473	0.737
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	18	683828	Unreliable	1.560	4.160	0.620	Unreliable	1.718	4.582	0.689
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	25	934765	2.674	1.731	3.948	0.535	2.525	1.634	3.727	0.507
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	298	4952882	6.017	5.334	6.700	0.349	5.934	5.209	6.659	0.370
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	65	736605	8.824	6.810	11.247	1.095	9.364	7.163	12.028	1.203
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	58	596912	9.717	7.378	12.561	1.276	9.329	7.047	12.115	1.248
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	93	925123	10.053	8.114	12.315	1.042	10.422	8.289	12.937	1.151
	"New Jersey"	"34"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	960	4609941	20.825	19.507	22.142	0.672	20.219	18.867	21.571	0.690
	"New Jersey"	"34"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	60	582969	10.292	7.854	13.248	1.329	11.280	8.424	14.792	1.565
	"New Jersey"	"34"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	19	133868	Unreliable	8.545	22.164	3.256	Unreliable	8.094	21.584	3.199
	"New Jersey"	"34"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	12	118496	Unreliable	5.233	17.690	2.923	Unreliable	4.863	22.193	3.884
	"New Jersey"	"34"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	146	538726	27.101	22.705	31.497	2.243	26.287	21.733	30.840	2.323
	"New Jersey"	"34"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	11	208107	Unreliable	2.639	9.458	1.594	Unreliable	2.722	11.302	1.951
	"New Jersey"	"34"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	49	194269	25.223	18.660	33.346	3.603	26.242	18.832	35.600	4.118
	"New Mexico"	"35"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	42	486263	8.637	6.225	11.675	1.333	8.679	6.228	11.774	1.353
	"New Mexico"	"35"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	92	495085	18.583	14.980	22.790	1.937	18.966	14.943	23.739	2.171
	"New Mexico"	"35"	"Medium Metro"	"3"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	19	55179	Unreliable	20.731	53.772	7.900	Unreliable	20.337	54.232	8.084
	"New Mexico"	"35"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	165	459287	35.925	30.444	41.407	2.797	34.831	29.444	40.218	2.748
	"New Mexico"	"35"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	246	474917	51.799	45.326	58.272	3.303	50.850	44.052	57.647	3.468
	"New Mexico"	"35"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	20	271358	7.370	4.502	11.383	1.648	7.646	4.603	11.940	1.745
	"New Mexico"	"35"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	49	239280	20.478	15.150	27.073	2.925	18.664	13.072	25.839	3.091
	"New Mexico"	"35"	"Small Metro"	"4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	29	56660	51.182	34.278	73.507	9.504	49.275	32.473	71.693	9.410
	"New Mexico"	"35"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	77	256158	30.060	23.722	37.569	3.426	29.503	23.167	37.039	3.429
	"New Mexico"	"35"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	139	224986	61.782	51.511	72.053	5.240	60.506	49.235	71.777	5.751
	"New Mexico"	"35"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	16	99791	Unreliable	9.165	26.037	4.008	Unreliable	8.803	25.009	3.884
	"New Mexico"	"35"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	26	288447	9.014	5.888	13.207	1.768	9.325	6.035	13.766	1.862
	"New Mexico"	"35"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	50	275632	18.140	13.464	23.916	2.565	20.097	14.484	27.166	3.097
	"New Mexico"	"35"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	42	87421	48.043	34.625	64.941	7.413	49.059	34.886	67.065	7.878
	"New Mexico"	"35"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	116	294631	39.371	32.206	46.536	3.656	41.083	33.466	48.701	3.886
	"New Mexico"	"35"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	170	278321	61.081	51.899	70.262	4.685	62.344	52.294	72.394	5.127
	"New Mexico"	"35"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	14	61116	Unreliable	12.524	38.434	6.122	Unreliable	12.308	47.202	8.203
	"New Mexico"	"35"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	31	47577	65.158	44.271	92.486	11.703	66.138	44.294	94.985	12.262
	"New Mexico"	"35"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	39	61035	63.898	45.438	87.350	10.232	71.026	47.567	102.005	13.182
	"New York"	"36"	"Large Central Metro"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	88	1815560	4.847	3.887	5.972	0.517	5.082	4.059	6.284	0.552
	"New York"	"36"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	86	2986047	2.880	2.304	3.557	0.311	2.993	2.384	3.710	0.329
	"New York"	"36"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	70	2306005	3.036	2.366	3.835	0.363	3.035	2.362	3.841	0.365
	"New York"	"36"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	349	5344562	6.530	5.845	7.215	0.350	6.615	5.888	7.341	0.371
	"New York"	"36"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"Large Central Metro"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	112	1603515	6.985	5.691	8.278	0.660	7.056	5.711	8.402	0.686
	"New York"	"36"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	12	569427	Unreliable	1.089	3.681	0.608	Unreliable	1.054	4.040	0.681
	"New York"	"36"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	231	2370757	9.744	8.487	11.000	0.641	9.589	8.329	10.849	0.643
	"New York"	"36"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	233	2164644	10.764	9.382	12.146	0.705	10.768	9.343	12.192	0.727
	"New York"	"36"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	887	4993627	17.763	16.594	18.932	0.596	17.413	16.232	18.594	0.602
	"New York"	"36"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Stated"	"NS"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"New York"	"36"	"Large Fringe Metro"	"2"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	18	409820	Unreliable	2.603	6.942	1.035	Unreliable	2.562	7.041	1.052
	"New York"	"36"	"Large Fringe Metro"	"2"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	15	719293	Unreliable	1.167	3.440	0.538	Unreliable	1.354	3.991	0.632
	"New York"	"36"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	22	904159	2.433	1.525	3.684	0.519	2.376	1.471	3.633	0.516
	"New York"	"36"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	258	4742916	5.440	4.776	6.103	0.339	5.414	4.700	6.127	0.364
	"New York"	"36"	"Large Fringe Metro"	"2"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	32	364207	8.786	6.010	12.403	1.553	8.725	5.928	12.385	1.558
	"New York"	"36"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	64	633347	10.105	7.782	12.904	1.263	10.223	7.838	13.106	1.303
	"New York"	"36"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	75	938670	7.990	6.285	10.016	0.923	7.772	6.035	9.853	0.944
	"New York"	"36"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	873	4439638	19.664	18.359	20.968	0.666	19.496	18.120	20.872	0.702
	"New York"	"36"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	122	1988367	6.136	5.047	7.224	0.555	6.391	5.200	7.582	0.608
	"New York"	"36"	"Medium Metro"	"3"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	11	81502	Unreliable	6.738	24.149	4.069	Unreliable	7.516	28.822	5.034
	"New York"	"36"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	21	166216	12.634	7.821	19.313	2.757	11.960	7.306	18.471	2.686
	"New York"	"36"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	415	1873173	22.155	20.023	24.287	1.088	22.433	20.187	24.680	1.146
	"New York"	"36"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	55	949787	5.791	4.362	7.538	0.781	6.026	4.458	7.966	0.858
	"New York"	"36"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	10	64763	Unreliable	7.405	28.396	4.883	Unreliable	6.195	25.717	4.449
	"New York"	"36"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	214	909397	23.532	20.379	26.685	1.609	24.407	20.982	27.832	1.747
	"New York"	"36"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	72	1149201	6.265	4.902	7.890	0.738	6.920	5.352	8.804	0.853
	"New York"	"36"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	291	1113671	26.130	23.128	29.132	1.532	26.228	23.058	29.397	1.617
	"New York"	"36"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	27	442983	6.095	4.017	8.868	1.173	6.225	3.946	9.340	1.293
	"New York"	"36"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	149	444318	33.535	28.150	38.919	2.747	33.426	27.702	39.149	2.920
	"North Carolina"	"37"	"Large Central Metro"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	25	729554	3.427	2.218	5.059	0.685	3.357	2.151	4.995	0.685
	"North Carolina"	"37"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	10	205678	Unreliable	2.332	8.941	1.537	Unreliable	2.153	8.257	1.451
	"North Carolina"	"37"	"Large Central Metro"	"1"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	123	1480043	8.311	6.842	9.779	0.749	8.291	6.792	9.789	0.765
	"North Carolina"	"37"	"Large Central Metro"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	17	162151	Unreliable	6.107	16.786	2.543	Unreliable	5.882	16.711	2.587
	"North Carolina"	"37"	"Large Central Metro"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	71	581586	12.208	9.535	15.399	1.449	11.712	9.000	14.985	1.480
	"North Carolina"	"37"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	17	216536	Unreliable	4.573	12.570	1.904	Unreliable	3.715	10.210	1.555
	"North Carolina"	"37"	"Large Central Metro"	"1"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	336	1394537	24.094	21.518	26.670	1.314	24.305	21.646	26.965	1.357
	"North Carolina"	"37"	"Large Fringe Metro"	"2"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	126	1238991	10.170	8.394	11.945	0.906	10.291	8.429	12.153	0.950
	"North Carolina"	"37"	"Large Fringe Metro"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	25	218786	11.427	7.395	16.868	2.285	10.833	6.941	16.119	2.200
	"North Carolina"	"37"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	10	112913	Unreliable	4.247	16.287	2.801	Unreliable	3.849	17.565	3.187
	"North Carolina"	"37"	"Large Fringe Metro"	"2"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	381	1171528	32.522	29.256	35.787	1.666	32.458	29.080	35.837	1.724
	"North Carolina"	"37"	"Medium Metro"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	18	947481	Unreliable	1.126	3.002	0.448	Unreliable	0.995	2.652	0.401
	"North Carolina"	"37"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	15	252315	Unreliable	3.327	9.805	1.535	Unreliable	3.059	9.389	1.483
	"North Carolina"	"37"	"Medium Metro"	"3"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	348	3207934	10.848	9.708	11.988	0.582	10.974	9.754	12.193	0.622
	"North Carolina"	"37"	"Medium Metro"	"3"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Not Hispanic or Latino"	"2186-2"	13	117380	Unreliable	5.897	18.939	3.072	Unreliable	6.027	21.601	3.567
	"North Carolina"	"37"	"Medium Metro"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	99	792370	12.494	10.155	15.211	1.256	12.094	9.785	14.784	1.242
	"North Carolina"	"37"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	40	283678	14.100	10.074	19.201	2.229	16.043	10.054	24.290	3.416
	"North Carolina"	"37"	"Medium Metro"	"3"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	1065	2950766	36.092	33.925	38.260	1.106	36.110	33.852	38.368	1.152
	"North Carolina"	"37"	"Small Metro"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	13	336720	Unreliable	2.056	6.602	1.071	Unreliable	2.091	7.068	1.150
	"North Carolina"	"37"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	81	694550	11.662	9.261	14.495	1.296	12.254	9.622	15.384	1.426
	"North Carolina"	"37"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	31	285053	10.875	7.389	15.436	1.953	11.618	7.781	16.686	2.152
	"North Carolina"	"37"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	243	693492	35.040	30.634	39.446	2.248	35.979	31.263	40.696	2.406
	"North Carolina"	"37"	"Micropolitan (Nonmetro)"	"5"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	156	1370604	11.382	9.596	13.168	0.911	11.900	9.897	13.904	1.022
	"North Carolina"	"37"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Not Hispanic or Latino"	"2186-2"	27	78175	34.538	22.761	50.251	6.647	38.066	24.389	56.639	7.757
	"North Carolina"	"37"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	46	375374	12.254	8.972	16.346	1.807	12.429	8.995	16.742	1.891
	"North Carolina"	"37"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	15	99337	Unreliable	8.451	24.905	3.899	Unreliable	7.593	23.303	3.728
	"North Carolina"	"37"	"Micropolitan (Nonmetro)"	"5"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	537	1280314	41.943	38.395	45.490	1.810	42.717	38.918	46.516	1.938
	"North Carolina"	"37"	"NonCore (Nonmetro)"	"6"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	55	537170	10.239	7.713	13.327	1.381	11.054	8.122	14.700	1.620
	"North Carolina"	"37"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-2"	12	188543	Unreliable	3.289	11.118	1.837	Unreliable	3.377	12.104	2.030
	"North Carolina"	"37"	"NonCore (Nonmetro)"	"6"	"Male"	"M"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	193	508396	37.963	32.607	43.318	2.733	36.580	30.970	42.190	2.862
	"North Dakota"	"38"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-2"	34	404632	8.403	5.819	11.742	1.441	9.046	6.187	12.770	1.600
